algorithm,percentile of pool members,selection probability
LexiMin,46.02510460251046,0.05144690201182842
LexiMin,46.44351464435147,0.05144690201182842
LexiMin,46.86192468619247,0.05144690201182842
LexiMin,47.28033472803347,0.05144690201182842
LexiMin,47.69874476987448,0.05144690201182842
LexiMin,48.11715481171548,0.05144690201182842
LexiMin,48.53556485355649,0.05144690201182842
LexiMin,48.95397489539749,0.05144690201182843
LexiMin,49.37238493723849,0.05144690201182843
LexiMin,49.7907949790795,0.05144690201182843
LexiMin,50.2092050209205,0.05144690201182843
LexiMin,50.627615062761514,0.05144690201182843
LexiMin,51.04602510460251,0.05144690201182844
LexiMin,51.46443514644351,0.05144690201182844
LexiMin,51.88284518828452,0.05144690201182844
LexiMin,52.30125523012552,0.05144690201182845
LexiMin,52.719665271966534,0.05144690201182845
LexiMin,53.13807531380753,0.05144690201182845
LexiMin,53.55648535564853,0.05144690201182845
LexiMin,53.97489539748954,0.05144690201182846
LexiMin,54.39330543933054,0.05144690201182846
LexiMin,54.811715481171554,0.05144690201182846
LexiMin,55.23012552301255,0.05144690201182846
LexiMin,55.64853556485355,0.051446902011828465
LexiMin,56.06694560669456,0.051446902011828465
LexiMin,56.48535564853556,0.05144690201182847
LexiMin,56.903765690376574,0.05144690201182848
LexiMin,57.32217573221757,0.051446902011828485
LexiMin,57.74058577405857,0.051446902011828485
LexiMin,58.15899581589959,0.05144690201182849
LexiMin,58.57740585774059,0.0514469020118285
LexiMin,58.995815899581594,0.0514469020118285
LexiMin,59.41422594142259,0.051446902011828506
LexiMin,59.83263598326359,0.051446902011828506
LexiMin,60.25104602510461,0.05144690201182851
LexiMin,60.66945606694561,0.05144690201182851
LexiMin,61.08786610878661,0.051446902011828534
LexiMin,61.50627615062761,0.051446902011828534
LexiMin,61.92468619246861,0.051446902011828534
LexiMin,62.34309623430963,0.05144690201182855
LexiMin,62.76150627615063,0.051446902011828555
LexiMin,63.17991631799163,0.051446902011828555
LexiMin,63.59832635983263,0.05144690201182856
LexiMin,64.01673640167364,0.05144690201182857
LexiMin,64.43514644351464,0.05144690201182857
LexiMin,64.85355648535564,0.05144690201182857
LexiMin,65.27196652719665,0.05144690201182857
LexiMin,65.69037656903765,0.05144690201182858
LexiMin,66.10878661087865,0.05144690201182858
LexiMin,66.52719665271967,0.051446902011828596
LexiMin,66.94560669456067,0.05144690201182861
LexiMin,67.36401673640168,0.05144690201182861
LexiMin,67.78242677824268,0.051446902011828666
LexiMin,68.20083682008368,0.05144690201182868
LexiMin,68.6192468619247,0.051446902011828735
LexiMin,69.0376569037657,0.051446902011828756
LexiMin,69.4560669456067,0.05144690201182878
LexiMin,69.8744769874477,0.05144690201182878
LexiMin,70.29288702928869,0.051446902011828784
LexiMin,70.7112970711297,0.0514469020118288
LexiMin,71.1297071129707,0.05144690201182882
LexiMin,71.54811715481172,0.05144690201182891
LexiMin,71.96652719665272,0.05144774511467706
LexiMin,72.38493723849372,0.0514477451146773
LexiMin,72.80334728033473,0.05144774511467732
LexiMin,73.22175732217573,0.05144774511467737
LexiMin,73.64016736401673,0.05144774511467751
LexiMin,74.05857740585773,0.051447745114677604
LexiMin,74.47698744769873,0.05144774511467766
LexiMin,74.89539748953975,0.051447745114677694
LexiMin,75.31380753138075,0.0913173929152014
LexiMin,75.73221757322176,0.09131739291520154
LexiMin,76.15062761506276,0.09131739291520163
LexiMin,76.56903765690377,0.09131823601805081
LexiMin,76.98744769874477,0.09132168177864236
LexiMin,77.40585774058577,0.09226319071303525
LexiMin,77.82426778242679,0.09226319071303528
LexiMin,78.24267782426779,0.09226319071303542
LexiMin,78.66108786610879,0.09226319071303543
LexiMin,79.07949790794979,0.09226319071303549
LexiMin,79.49790794979079,0.09226319071303549
LexiMin,79.9163179916318,0.09226319071303556
LexiMin,80.3347280334728,0.09226319071303558
LexiMin,80.75313807531381,0.09226319071303558
LexiMin,81.17154811715481,0.09226319071303558
LexiMin,81.58995815899581,0.09226319071303564
LexiMin,82.00836820083683,0.09226319071303564
LexiMin,82.42677824267783,0.09226319071303588
LexiMin,82.84518828451883,0.09226403381588459
LexiMin,83.26359832635984,0.09226403381588483
LexiMin,83.68200836820083,0.09226403381588484
LexiMin,84.10041841004184,0.09227835081965129
LexiMin,84.51882845188284,0.09856751772492514
LexiMin,84.93723849372385,0.09856751772492515
LexiMin,85.35564853556485,0.09856751772492517
LexiMin,85.77405857740585,0.09856751772492518
LexiMin,86.19246861924687,0.09856751772492527
LexiMin,86.61087866108787,0.09856751772492535
LexiMin,87.02928870292888,0.09856751772492539
LexiMin,87.44769874476988,0.09856751772492546
LexiMin,87.86610878661088,0.09856751772492546
LexiMin,88.28451882845188,0.19964624603948974
LexiMin,88.70292887029288,0.1996462460394898
LexiMin,89.1213389121339,0.1996462460394899
LexiMin,89.5397489539749,0.2073975518229193
LexiMin,89.9581589958159,0.23986833575411176
LexiMin,90.3765690376569,0.24746700795845908
LexiMin,90.7949790794979,0.26285176414677486
LexiMin,91.21338912133892,0.3718778210895697
LexiMin,91.63179916317992,0.4078959309283396
LexiMin,92.05020920502092,0.4159028784174892
LexiMin,92.46861924686193,0.5129525556979866
LexiMin,92.88702928870293,0.6046119903282802
LexiMin,93.30543933054393,0.6398718000039301
LexiMin,93.72384937238493,0.64554134027884
LexiMin,94.14225941422593,0.6461608528224749
LexiMin,94.56066945606695,0.7470917762395897
LexiMin,94.97907949790795,0.7768498056349952
LexiMin,95.39748953974896,0.8472340995250277
LexiMin,95.81589958158996,0.8780564183197973
LexiMin,96.23430962343096,0.8796824564680262
LexiMin,96.65271966527197,0.8971061959763432
LexiMin,97.07112970711297,0.9999999012375002
LexiMin,97.48953974895397,1.0000000000000007
LexiMin,97.90794979079497,1.0000000000000007
LexiMin,98.32635983263597,1.0000000000000007
LexiMin,98.74476987447699,1.0000000000000007
LexiMin,99.16317991631799,1.0000000000000007
LexiMin,99.581589958159,1.0000000000000007
k/n,0.0,0.12552301255230125
k/n,0.41841004184100417,0.12552301255230125
k/n,0.8368200836820083,0.12552301255230125
k/n,1.2552301255230125,0.12552301255230125
k/n,1.6736401673640167,0.12552301255230125
k/n,2.092050209205021,0.12552301255230125
k/n,2.510460251046025,0.12552301255230125
k/n,2.928870292887029,0.12552301255230125
k/n,3.3472803347280333,0.12552301255230125
k/n,3.765690376569038,0.12552301255230125
k/n,4.184100418410042,0.12552301255230125
k/n,4.602510460251046,0.12552301255230125
k/n,5.02092050209205,0.12552301255230125
k/n,5.439330543933055,0.12552301255230125
k/n,5.857740585774058,0.12552301255230125
k/n,6.2761506276150625,0.12552301255230125
k/n,6.694560669456067,0.12552301255230125
k/n,7.112970711297072,0.12552301255230125
k/n,7.531380753138076,0.12552301255230125
k/n,7.949790794979079,0.12552301255230125
k/n,8.368200836820083,0.12552301255230125
k/n,8.786610878661087,0.12552301255230125
k/n,9.205020920502092,0.12552301255230125
k/n,9.623430962343097,0.12552301255230125
k/n,10.0418410041841,0.12552301255230125
k/n,10.460251046025103,0.12552301255230125
k/n,10.87866108786611,0.12552301255230125
k/n,11.297071129707113,0.12552301255230125
k/n,11.715481171548117,0.12552301255230125
